product_id,brand,title,field,value,status,source_url,checked_at,notes
D01,FlexiSpot,"FlexiSpot E5 (48x24)",eta_min_days,,UNVERIFIED — fill from checkout page,https://www.remoteofficeguy.com/flexispot-e5-vs-e6-vs-e7/,2026-08-18,"~$209 frame-only street price; ~$269 complete. 10-yr warranty. Heights frame-only."
D01,FlexiSpot,"FlexiSpot E5 (48x24)",eta_max_days,,UNVERIFIED — fill from checkout page,https://www.remoteofficeguy.com/flexispot-e5-vs-e6-vs-e7/,2026-08-18,"~$209 frame-only street price; ~$269 complete. 10-yr warranty. Heights frame-only."
D01,FlexiSpot,"FlexiSpot E5 (48x24)",returns_fee_usd,,UNVERIFIED — fill from checkout page,https://www.remoteofficeguy.com/flexispot-e5-vs-e6-vs-e7/,2026-08-18,"~$209 frame-only street price; ~$269 complete. 10-yr warranty. Heights frame-only."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",price_usd,369.0,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",width_in,48,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",depth_in,24,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",height_min_in,22.8,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",height_max_in,48.4,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",weight_capacity_lb,355,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",motors,2,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",leg_stages,3,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",warranty_years,15,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",top_material,laminate,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",presets,4,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",cable_management,True,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",returns_window_days,30,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",noise_db,50,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",shipping_usd,,UNVERIFIED — fill from checkout page,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",eta_min_days,,UNVERIFIED — fill from checkout page,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",eta_max_days,,UNVERIFIED — fill from checkout page,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D02,FlexiSpot,"FlexiSpot E7 (48x24)",returns_fee_usd,,UNVERIFIED — fill from checkout page,https://www.remoteofficeguy.com/flexispot-e7-review/,2026-08-18,"~$299 frame / ~$369 complete street. 355lb; 15-yr; 4 presets; LCD keypad."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",price_usd,499.0,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",width_in,55,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",depth_in,28,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",height_min_in,24.0,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",height_max_in,50.6,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",weight_capacity_lb,440,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",motors,2,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",leg_stages,3,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",warranty_years,15,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",top_material,bamboo,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",presets,4,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",cable_management,True,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",returns_window_days,30,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",noise_db,50,VERIFIED,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",shipping_usd,,UNVERIFIED — fill from checkout page,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",eta_min_days,,UNVERIFIED — fill from checkout page,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",eta_max_days,,UNVERIFIED — fill from checkout page,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D03,FlexiSpot,"FlexiSpot E7 Pro (55x28)",returns_fee_usd,,UNVERIFIED — fill from checkout page,https://www.remoteofficeguy.com/flexispot-e7-vs-e7-pro/,2026-08-18,"C-frame; 440lb; 50.6in max frame height; comprehensive cable mgmt."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",price_usd,699.0,VERIFIED,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",width_in,72,VERIFIED,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",depth_in,30,VERIFIED,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",height_min_in,24.4,VERIFIED,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",height_max_in,49.6,VERIFIED,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",weight_capacity_lb,440,VERIFIED,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",motors,2,VERIFIED,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",leg_stages,3,VERIFIED,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",warranty_years,15,VERIFIED,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",top_material,bamboo,VERIFIED,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",presets,4,VERIFIED,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",cable_management,True,VERIFIED,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",returns_window_days,30,VERIFIED,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",noise_db,,UNVERIFIED — fill from checkout page,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",shipping_usd,,UNVERIFIED — fill from checkout page,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",eta_min_days,,UNVERIFIED — fill from checkout page,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",eta_max_days,,UNVERIFIED — fill from checkout page,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D04,FlexiSpot,"FlexiSpot E7 Plus 4-leg (72x30)",returns_fee_usd,,UNVERIFIED — fill from checkout page,https://magneticmag.com/2025/10/flexispot-e7-plus-4-leg-standing-desk/,2026-08-18,"$499.99 base during summer promo; reg $599.99. Four-leg. Top priced separately."
D05,Vari,"Vari Essential Electric (48x24)",price_usd,399.0,VERIFIED,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",width_in,48,VERIFIED,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",depth_in,24,VERIFIED,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",height_min_in,27.5,VERIFIED,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",height_max_in,47.2,VERIFIED,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",weight_capacity_lb,150,VERIFIED,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",motors,1,VERIFIED,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",leg_stages,2,VERIFIED,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",warranty_years,3,VERIFIED,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",top_material,laminate,VERIFIED,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",presets,4,VERIFIED,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",cable_management,False,VERIFIED,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",returns_window_days,30,VERIFIED,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",noise_db,,UNVERIFIED — fill from checkout page,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",shipping_usd,,UNVERIFIED — fill from checkout page,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",eta_min_days,,UNVERIFIED — fill from checkout page,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",eta_max_days,,UNVERIFIED — fill from checkout page,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D05,Vari,"Vari Essential Electric (48x24)",returns_fee_usd,,UNVERIFIED — fill from checkout page,https://slickdeals.net/f/16208872-vari-essential-electric-standing-desk-48-x-24-varidesk-ergonomic-sit-to-stand-raising-desk-for-home-office-adjustable-height-desk-with-split-top-4-height-setting-199,2026-08-18,"27.5-47.2in; 150lb; 3-yr warranty; split laminate top; 4 presets."
D06,Vari,"Vari Electric Standing Desk (60x30)",price_usd,795.0,VERIFIED,https://www.companionlink.com/blog/2026/08/vari-electric-standing-desk-alternatives-4-standing-desks-for-american-buyers-in-2026/,2026-08-18,"60x30 caps at 200lb — notably below the 275-355 range of rivals. Ships mostly pre-assembled."
D06,Vari,"Vari Electric Standing Desk (60x30)",width_in,60,VERIFIED,https://www.companionlink.com/blog/2026/08/vari-electric-standing-desk-alternatives-4-standing-desks-for-american-buyers-in-2026/,2026-08-18,"60x30 caps at 200lb — notably below the 275-355 range of rivals. Ships mostly pre-assembled."
D06,Vari,"Vari Electric Standing Desk (60x30)",depth_in,30,VERIFIED,https://www.companionlink.com/blog/2026/08/vari-electric-standing-desk-alternatives-4-standing-desks-for-american-buyers-in-2026/,2026-08-18,"60x30 caps at 200lb — notably below the 275-355 range of rivals. Ships mostly pre-assembled."
D06,Vari,"Vari Electric Standing Desk (60x30)",height_min_in,25.5,VERIFIED,https://www.companionlink.com/blog/2026/08/vari-electric-standing-desk-alternatives-4-standing-desks-for-american-buyers-in-2026/,2026-08-18,"60x30 caps at 200lb — notably below the 275-355 range of rivals. Ships mostly pre-assembled."
D06,Vari,"Vari Electric Standing Desk (60x30)",height_max_in,50.5,VERIFIED,https://www.companionlink.com/blog/2026/08/vari-electric-standing-desk-alternatives-4-standing-desks-for-american-buyers-in-2026/,2026-08-18,"60x30 caps at 200lb — notably below the 275-355 range of rivals. Ships mostly pre-assembled."
D06,Vari,"Vari Electric Standing Desk (60x30)",weight_capacity_lb,200,VERIFIED,https://www.companionlink.com/blog/2026/08/vari-electric-standing-desk-alternatives-4-standing-desks-for-american-buyers-in-2026/,2026-08-18,"60x30 caps at 200lb — notably below the 275-355 range of rivals. Ships mostly pre-assembled."
D06,Vari,"Vari Electric Standing Desk (60x30)",motors,2,VERIFIED,https://www.companionlink.com/blog/2026/08/vari-electric-standing-desk-alternatives-4-standing-desks-for-american-buyers-in-2026/,2026-08-18,"60x30 caps at 200lb — notably below the 275-355 range of rivals. Ships mostly pre-assembled."
D06,Vari,"Vari Electric Standing Desk (60x30)",leg_stages,2,VERIFIED,https://www.companionlink.com/blog/2026/08/vari-electric-standing-desk-alternatives-4-standing-desks-for-american-buyers-in-2026/,2026-08-18,"60x30 caps at 200lb — notably below the 275-355 range of rivals. Ships mostly pre-assembled."
D06,Vari,"Vari Electric Standing Desk (60x30)",warranty_years,5,VERIFIED,https://www.companionlink.com/blog/2026/08/vari-electric-standing-desk-alternatives-4-standing-desks-for-american-buyers-in-2026/,2026-08-18,"60x30 caps at 200lb — notably below the 275-355 range of rivals. Ships mostly pre-assembled."
D06,Vari,"Vari Electric Standing Desk (60x30)",top_material,laminate,VERIFIED,https://www.companionlink.com/blog/2026/08/vari-electric-standing-desk-alternatives-4-standing-desks-for-american-buyers-in-2026/,2026-08-18,"60x30 caps at 200lb — notably below the 275-355 range of rivals. Ships mostly pre-assembled."
D06,Vari,"Vari Electric Standing Desk (60x30)",presets,4,VERIFIED,https://www.companionlink.com/blog/2026/08/vari-electric-standing-desk-alternatives-4-standing-desks-for-american-buyers-in-2026/,2026-08-18,"60x30 caps at 200lb — notably below the 275-355 range of rivals. Ships mostly pre-assembled."
